id,fake_timestamp,day,month,year,limit_balance,sex,education_level,marital_status,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,default_payment_next_month,risk_score,equivalent_score
626,2024-01-13,13,01,2024,200000,2,2,1,27,1,3,2,2,2,2,183994,182427,182657,174547,181454,177141,5200,7000,0,13300,0,6200,1,0.535665095,464.3349051
627,2024-01-14,14,01,2024,30000,2,1,2,43,1,2,2,2,0,0,17775,18688,21488,20847,21162,21809,1500,3433,0,800,1000,1000,1,0.513240635,486.7593646
628,2024-01-14,14,01,2024,50000,1,2,2,56,0,0,0,0,0,0,48025,49128,49348,44932,19559,18859,1884,1997,1943,693,683,680,0,0.159541458,840.4585421
629,2024-01-14,14,01,2024,30000,2,2,1,40,2,2,3,3,2,2,27975,29906,30604,29834,29936,29862,2700,1500,0,1100,1000,0,1,0.744690359,255.3096414
630,2024-01-14,14,01,2024,200000,1,2,2,27,1,2,2,2,2,2,112050,115353,112099,118764,120780,123710,6501,0,10000,4001,5000,0,0,0.448697358,551.3026416
631,2024-01-14,14,01,2024,230000,2,2,1,32,0,0,0,0,0,0,57259,46226,36089,34158,22872,22592,2500,3000,3000,1500,1500,2000,1,0.953658402,46.34159803
632,2024-01-15,15,01,2024,30000,2,2,2,28,0,0,0,0,2,2,28347,29880,29588,30687,25637,26468,2000,2000,2200,0,1800,0,0,0.262055725,737.9442751
633,2024-01-15,15,01,2024,50000,1,1,2,34,0,0,0,0,0,-2,43796,44423,29980,30000,0,0,2100,1200,1000,0,0,0,0,0.163464427,836.535573
634,2024-01-15,15,01,2024,470000,1,1,2,35,0,0,0,0,0,0,393780,371511,318025,248281,254175,256613,15107,13111,10000,10014,9598,10044,0,0.126239121,873.760879
635,2024-01-15,15,01,2024,210000,2,1,1,34,0,0,0,0,0,0,201324,207222,209189,106090,108300,87404,10646,8601,3601,3719,3300,3400,0,0.108369768,891.6302323
636,2024-01-15,15,01,2024,100000,2,1,2,28,1,-1,-1,-2,-2,-2,290,930,977,0,0,0,1534,977,0,0,0,0,0,0.309817374,690.1826262
637,2024-01-15,15,01,2024,90000,1,2,2,28,0,0,0,0,0,2,43314,44354,45372,46317,51292,50316,2037,2055,2000,5913,0,2100,0,0.198228627,801.7713726
638,2024-01-15,15,01,2024,220000,1,1,1,35,0,0,0,0,0,0,21960,21860,25463,28036,34552,43827,2000,4000,3000,7000,11000,3000,0,0.048626125,951.3738751
639,2024-01-15,15,01,2024,230000,2,3,2,30,0,0,0,0,0,0,1873,2778,4734,6642,8520,9869,1500,2000,2000,2000,1500,2000,1,0.930889428,69.11057234
640,2024-01-15,15,01,2024,150000,1,3,1,43,0,0,0,0,0,0,150797,52509,50683,46602,40599,37192,3008,2014,1599,2014,2018,1041,0,0.103996292,896.0037082
641,2024-01-16,16,01,2024,50000,1,3,1,43,0,0,2,0,0,0,7978,11396,8900,8565,8590,19894,3887,0,453,312,1500,500,0,0.305041254,694.9587464
642,2024-01-16,16,01,2024,60000,2,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.617873549,382.1264505
643,2024-01-16,16,01,2024,20000,1,2,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.653388441,346.6115594
644,2024-01-16,16,01,2024,30000,1,2,1,33,0,0,0,0,0,0,23467,24195,25286,25807,26350,27409,1409,1500,942,959,1500,946,0,0.228983,771.0170001
645,2024-01-17,17,01,2024,280000,1,1,1,63,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45082739,549.17261
646,2024-01-17,17,01,2024,110000,1,2,2,29,0,0,0,0,0,0,107221,109494,111954,111771,111703,111864,4000,4300,4164,4500,4200,5000,0,0.124259658,875.7403418
647,2024-01-17,17,01,2024,80000,1,1,1,60,0,0,0,0,-2,-2,53315,47740,50100,0,0,0,3300,6267,0,0,0,4189,0,0.157675415,842.3245847
648,2024-01-17,17,01,2024,60000,1,2,1,39,0,0,0,0,0,0,59929,35338,22856,22122,19531,16594,2110,2000,200,467,500,4100,0,0.187662914,812.3370856
649,2024-01-17,17,01,2024,180000,2,1,2,35,-1,-1,-1,0,-1,-1,11123,7883,16477,13207,73813,34935,7936,18207,0,22479,34935,5382,0,0.10307803,896.92197
650,2024-01-17,17,01,2024,100000,2,2,2,25,0,0,0,0,0,0,98349,97473,91096,76371,77162,78084,3600,3000,2700,2800,3000,2800,0,0.11411266,885.8873397
651,2024-01-18,18,01,2024,210000,2,4,2,25,0,0,0,0,-2,-2,179248,21612,5259,-243,-243,-243,3151,2000,0,0,0,0,0,0.095551081,904.448919
652,2024-01-18,18,01,2024,500000,1,2,1,50,0,0,0,0,0,0,265803,246770,223989,223232,219158,212237,16770,13989,33232,29695,32838,38770,0,0.083220512,916.7794883
653,2024-01-18,18,01,2024,80000,2,3,1,39,-1,-1,-1,-1,-2,-1,5280,5000,5000,0,0,5000,5000,5000,0,5000,5000,470,0,0.143665373,856.3346267
654,2024-01-18,18,01,2024,150000,2,1,1,37,-1,-1,-1,0,0,-1,4787,1046,344,1291,1193,1914,1054,344,1193,0,3000,0,0,0.189952925,810.0470752
655,2024-01-18,18,01,2024,160000,2,2,1,49,0,0,0,0,0,0,76445,78013,19007,19392,19928,20445,4000,3000,1000,1000,1000,1000,0,0.077432379,922.5676209
656,2024-01-18,18,01,2024,100000,1,3,1,35,2,2,0,0,2,2,101326,97751,92431,97227,88899,93766,0,3500,7000,0,7000,0,1,0.751921117,248.0788827
657,2024-01-19,19,01,2024,50000,2,1,2,25,-1,-1,2,-1,-1,-2,13572,17983,15590,10610,0,0,5000,200,10610,0,0,0,0,0.261267424,738.7325764
658,2024-01-19,19,01,2024,280000,1,1,1,28,1,2,0,0,0,2,285249,276229,277026,280771,270992,111885,5,10031,10021,7111,34,171574,0,0.405822337,594.1776633
659,2024-01-19,19,01,2024,280000,2,1,2,52,-1,-1,-1,-1,-2,-2,886,0,930,0,0,0,0,930,0,0,0,0,0,0.263847768,736.1522317
660,2024-01-19,19,01,2024,50000,2,2,2,56,0,0,0,0,0,0,47060,48481,49505,17612,19461,18660,2180,2204,656,2159,678,851,0,0.139350042,860.6499583
661,2024-01-19,19,01,2024,20000,2,2,2,24,2,2,2,2,-1,-1,6270,8284,8000,0,186,3314,2284,0,0,186,3314,3515,1,0.569023788,430.976212
662,2024-01-19,19,01,2024,100000,1,2,1,44,2,2,2,2,3,2,59586,60842,61749,65130,63816,65011,2800,2500,5000,0,2400,2400,1,0.716950715,283.0492854
663,2024-01-19,19,01,2024,370000,2,2,2,29,4,3,2,0,0,0,390509,382898,365461,304436,311426,275628,0,0,10019,11000,10000,10000,1,0.864844322,135.1556778
664,2024-01-20,20,01,2024,230000,2,1,2,37,0,0,2,0,0,-2,9092,12509,12784,12584,0,0,3500,700,0,0,0,0,1,0.842694819,157.305181
665,2024-01-20,20,01,2024,230000,2,1,2,33,-1,-1,-2,-2,-2,-2,6283,0,0,0,0,0,0,0,0,0,0,0,0,0.180196598,819.8034018
666,2024-01-20,20,01,2024,200000,2,2,1,36,-1,-1,-1,-1,-1,-1,2500,0,5448,632,0,646,0,5448,632,0,646,0,0,0.174553365,825.4466355
667,2024-01-20,20,01,2024,450000,2,1,2,35,1,-2,-1,0,0,-2,0,0,3581,3654,0,0,0,3581,73,0,0,0,0,0.293963581,706.0364187
668,2024-01-20,20,01,2024,70000,2,3,2,42,0,0,0,0,0,0,69470,70279,70207,30348,28320,28704,3085,2808,2455,1337,2000,882,0,0.123133525,876.8664747
669,2024-01-20,20,01,2024,80000,1,1,1,46,0,0,0,0,0,0,78861,77719,45961,29537,29758,30153,2435,1463,1039,1068,1267,1000,0,0.152465925,847.5340754
670,2024-01-20,20,01,2024,280000,2,1,2,27,-2,-2,-2,-2,-2,-2,-5,-5,-5,8164,0,1133,0,0,8169,0,231133,3300,0,0.134448797,865.5512035
671,2024-01-21,21,01,2024,180000,1,2,1,37,-1,-1,-1,-1,-1,-1,5480,11834,17380,8329,20406,9772,11850,17552,8333,20406,9772,9315,0,0.073991157,926.0088429
672,2024-01-21,21,01,2024,200000,1,1,2,47,-1,-1,-1,-1,-1,-1,696,696,696,696,846,696,696,696,696,846,696,696,0,0.233131766,766.8682337
673,2024-01-21,21,01,2024,120000,2,2,1,34,1,-2,-1,-1,-1,-1,0,0,369,0,7490,941,0,369,55,7490,941,280,0,0.18622148,813.7785196
674,2024-01-21,21,01,2024,50000,1,2,1,43,0,0,0,0,0,0,28287,28924,29521,29876,30201,15611,1485,1472,1217,1347,558,550,0,0.192365751,807.6342493
675,2024-01-21,21,01,2024,240000,2,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391064703,608.9352965
676,2024-01-21,21,01,2024,320000,1,2,2,44,-1,-1,-2,-2,-2,-2,36831,28785,13104,2621,9075,6564,28791,13227,2621,9075,6564,12767,0,0.035760764,964.239236
677,2024-01-21,21,01,2024,30000,2,3,1,46,2,2,2,2,3,2,22352,23392,23908,24815,24133,25087,1700,1200,1600,0,1500,0,1,0.720994473,279.0055275
678,2024-01-22,22,01,2024,180000,1,1,2,28,-2,-2,-2,-2,-2,-1,-124,0,0,0,225,35173,1004,0,0,225,24815,10250,0,0.094952144,905.0478563
679,2024-01-22,22,01,2024,140000,2,2,1,36,-1,-1,-1,-1,-1,-1,326,501,1251,0,2106,652,501,1251,0,2106,652,0,1,0.767297983,232.7020168
680,2024-01-22,22,01,2024,210000,2,2,1,39,-1,-1,-1,-1,-2,-1,44100,0,28428,0,0,12000,0,28428,0,0,12000,33664,0,0.12695764,873.0423599
681,2024-01-22,22,01,2024,50000,1,2,2,39,1,2,2,2,2,2,39966,37584,38423,37212,39319,36082,0,3000,0,3007,7,3119,0,0.435370237,564.6297634
682,2024-01-23,23,01,2024,140000,2,2,1,28,0,0,0,0,0,0,99296,89391,79173,43370,28850,17896,3205,2894,2000,1500,1000,2000,0,0.106039867,893.9601332
683,2024-01-23,23,01,2024,200000,1,1,1,31,-1,0,0,0,0,0,58008,72062,72912,80819,84186,83710,20000,20000,10000,20000,10000,10000,0,0.053437497,946.5625025
684,2024-01-24,24,01,2024,200000,2,2,1,60,-1,-1,-1,-1,-1,-1,396,396,461,396,546,396,396,461,396,546,396,396,0,0.243048549,756.9514513
685,2024-01-25,25,01,2024,120000,1,2,2,32,1,2,2,2,2,2,60316,61763,63154,64524,66345,68104,3000,3000,3000,3000,3000,0,1,0.535090148,464.9098516
686,2024-01-25,25,01,2024,120000,1,2,2,29,1,2,0,0,2,2,87376,85135,86024,91380,93263,95079,0,3200,6800,3500,3500,0,1,0.545576632,454.423368
687,2024-01-25,25,01,2024,130000,1,2,2,25,0,0,0,0,-1,0,126454,128179,75525,76862,6131,27117,4252,3000,1537,10000,21300,651,0,0.119441852,880.558148
688,2024-01-26,26,01,2024,50000,2,2,2,32,0,0,0,0,0,0,36211,28530,20084,18088,18476,20168,1709,2004,7497,671,2000,6100,0,0.13181822,868.18178
689,2024-01-26,26,01,2024,140000,1,1,2,30,0,-1,-1,-1,-1,-1,22778,6405,1683,-885,3019,-177,6500,2515,0,8000,0,1000,0,0.133884788,866.1152124
690,2024-01-26,26,01,2024,20000,1,1,2,29,0,0,2,0,0,0,14897,17512,16926,17368,17959,19023,3170,0,1000,1000,3000,0,0,0.308085412,691.9145882
691,2024-01-26,26,01,2024,70000,1,1,1,39,0,0,0,0,0,0,67474,68750,59186,48178,46197,48444,3100,7172,10000,1662,3000,1350,0,0.127763197,872.2368032
692,2024-01-26,26,01,2024,300000,2,3,1,39,-1,-1,-2,-2,-2,-2,1117,0,0,0,0,0,0,0,0,0,0,0,0,0.228419721,771.5802789
693,2024-01-26,26,01,2024,30000,2,3,1,47,-2,-2,-2,-2,-2,-2,6911,10507,4785,4567,11762,4209,10523,4790,4736,55762,4209,22815,0,0.078012399,921.9876006
694,2024-01-26,26,01,2024,160000,1,2,2,34,2,2,2,2,2,2,73820,72341,76917,75370,81943,80203,0,5500,0,7500,0,2000,1,0.722287178,277.712822
695,2024-01-27,27,01,2024,50000,2,5,1,28,0,0,0,0,0,-2,9014,9608,12025,16025,0,0,3000,3000,4000,0,0,0,0,0.127782449,872.2175509
696,2024-01-27,27,01,2024,60000,2,2,2,48,-2,-2,-2,-1,0,0,53044,51158,29452,1696,38585,38884,1607,1675,1696,38000,1500,1400,0,0.135596573,864.4034266
697,2024-01-27,27,01,2024,500000,2,2,2,29,0,0,0,0,0,0,455042,364288,261185,215575,174736,118438,12564,10000,6476,5489,5000,5000,0,0.124719828,875.2801716
698,2024-01-27,27,01,2024,170000,2,2,1,46,-1,-1,-1,-2,-1,-1,2741,1848,0,0,1542,3498,1848,0,0,1542,3498,8095,1,0.846970558,153.0294418
699,2024-01-28,28,01,2024,230000,1,1,1,38,-1,-1,-1,-1,-1,-1,1902,2161,1144,1346,1024,-4,2170,1149,1352,1029,0,654,0,0.19392769,806.0723096
700,2024-01-28,28,01,2024,50000,1,3,1,51,0,0,0,0,0,0,42257,44243,64104,33406,34104,34869,3000,2500,1985,1163,1256,1316,0,0.162078127,837.9218727
701,2024-01-28,28,01,2024,50000,2,3,2,22,0,0,0,0,0,0,36926,52845,52148,32718,32096,30563,20007,3014,1309,5009,2008,4622,0,0.093577877,906.4221233
702,2024-01-28,28,01,2024,20000,1,3,2,37,0,0,0,-1,-1,-2,19716,20518,16551,1700,0,0,1547,1350,1700,0,0,0,0,0.212919608,787.0803922
703,2024-01-28,28,01,2024,430000,1,2,1,32,1,-1,-1,-2,-2,-2,0,2500,0,0,0,0,2500,0,0,0,0,0,1,0.681491554,318.5084462
704,2024-02-01,01,02,2024,360000,2,1,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.610377192,389.6228075
705,2024-02-02,02,02,2024,50000,1,2,2,51,0,0,0,2,2,0,15096,16541,18356,18181,18285,10220,2000,2400,420,600,600,500,1,0.702056348,297.9436517
706,2024-02-02,02,02,2024,160000,2,2,2,42,2,2,0,0,0,0,152630,95758,97251,98010,99669,101664,0,4385,3639,3762,3800,3897,1,0.574340343,425.6596565
707,2024-02-02,02,02,2024,230000,2,2,2,38,0,0,0,0,0,0,104364,106549,108719,111039,113365,115625,3867,3941,4123,4267,4300,4084,0,0.054717749,945.2822506
708,2024-02-02,02,02,2024,30000,2,1,2,36,1,2,0,0,0,0,25747,25048,26060,26578,27133,27783,0,1433,951,983,1099,750,1,0.58291328,417.0867205
709,2024-02-02,02,02,2024,90000,2,2,2,23,2,3,3,2,2,2,82623,86621,84369,82117,84395,85739,5900,0,0,3600,2900,3500,1,0.642089128,357.9108715
710,2024-02-02,02,02,2024,240000,2,2,1,31,2,0,0,0,0,0,71876,72382,72155,72543,73011,73484,3100,2400,2367,2435,2500,3000,1,0.633936465,366.0635352
711,2024-02-02,02,02,2024,270000,2,3,1,30,-1,-1,-2,-2,-1,-1,3842,3934,0,0,3353,764,3934,0,0,3353,764,35532,0,0.101772383,898.2276171
712,2024-02-02,02,02,2024,60000,2,2,1,35,0,0,0,0,0,2,27892,29438,32620,33274,35732,35008,2000,4000,1197,3000,0,1400,0,0.213716865,786.2831354
713,2024-02-02,02,02,2024,20000,1,1,2,24,2,2,0,0,2,2,18199,17623,18317,19525,19084,19601,0,1300,1500,0,1600,0,0,0.27919063,720.8093703
714,2024-02-03,03,02,2024,30000,1,2,1,48,0,0,0,0,0,0,46780,38099,38600,29400,30000,0,1899,1400,1188,600,0,0,0,0.161501735,838.4982646
715,2024-02-03,03,02,2024,60000,2,3,1,63,0,0,0,0,0,0,56285,56894,57006,28198,23888,24083,5000,2156,3017,2009,3000,3000,0,0.113496304,886.5036964
716,2024-02-03,03,02,2024,160000,2,2,1,44,1,-1,0,0,0,-2,0,5621,6468,6600,0,0,5621,1000,132,0,0,0,0,0.304989278,695.0107217
717,2024-02-04,04,02,2024,80000,2,2,1,30,0,0,0,0,0,0,64596,64871,61000,48300,47300,3500,4424,1600,0,1500,1500,1500,0,0.153663248,846.3367522
718,2024-02-04,04,02,2024,110000,1,2,2,41,0,0,0,0,0,0,120767,133593,125852,118254,120537,112021,24800,4400,4300,4205,4500,4304,0,0.120301127,879.6988726
719,2024-02-04,04,02,2024,390000,2,1,1,34,-2,-2,-2,-1,-1,0,7639,10876,6203,1518,46365,48795,6083,1051,1545,47280,3000,3000,0,0.072233811,927.766189
720,2024-02-04,04,02,2024,360000,1,1,2,28,0,0,0,0,0,0,78398,86955,127146,103273,91933,108163,25126,60259,27208,31262,90114,30463,0,0.024743533,975.2564672
721,2024-02-04,04,02,2024,500000,2,1,1,34,-2,-2,-1,2,2,-2,0,0,3500,3500,0,0,0,3500,0,0,0,0,1,0.622169316,377.8306842
722,2024-02-04,04,02,2024,210000,1,1,1,37,-1,-1,-1,-1,-1,-1,3094,565,1188,2667,546,578,565,1188,2667,546,578,2769,0,0.183818355,816.1816448
723,2024-02-04,04,02,2024,30000,2,1,2,27,0,0,0,0,0,2,20234,20476,21991,22544,24061,23428,2000,3000,2000,2000,1000,0,1,0.833715558,166.2844419
724,2024-02-04,04,02,2024,180000,1,1,1,42,0,0,0,0,0,0,124064,121847,82809,81755,81316,81206,5087,2891,3755,2941,3206,2837,0,0.094958991,905.0410092
725,2024-02-04,04,02,2024,50000,1,2,2,29,0,0,2,2,2,0,24043,26806,26077,27898,27315,27709,3165,0,2257,0,1000,2000,0,0.401412189,598.587811
726,2024-02-05,05,02,2024,260000,2,1,2,30,0,0,0,0,0,0,162241,137320,126479,110217,102703,84519,5045,8016,5000,4000,4014,3000,0,0.047731828,952.2681721
727,2024-02-05,05,02,2024,50000,1,2,2,26,2,-1,-1,-1,-1,-1,291,291,291,291,291,0,291,291,291,291,0,873,0,0.394092321,605.9076786
728,2024-02-05,05,02,2024,120000,1,2,2,30,0,0,0,0,0,0,77413,70630,61181,52187,49327,41096,5000,3000,2000,2000,1500,1500,0,0.098509535,901.4904648
729,2024-02-05,05,02,2024,20000,1,2,2,22,0,0,-2,-2,-1,-1,13540,397,998,734,1698,500,406,1101,736,1799,601,0,0,0.141132176,858.8678241
730,2024-02-06,06,02,2024,220000,1,2,1,40,-1,-1,-1,-1,-1,-1,2300,1000,11289,4887,3083,9401,1000,11289,4887,3083,10020,6473,0,0.126624048,873.3759522
731,2024-02-06,06,02,2024,20000,1,2,1,24,0,0,0,0,0,0,10085,11416,12520,12714,13059,13193,1500,1600,700,700,500,1000,1,0.782167494,217.8325057
732,2024-02-06,06,02,2024,100000,2,3,2,50,0,0,2,0,0,0,84027,88734,86369,89994,89681,89849,7500,0,5001,3390,4000,10000,0,0.214387476,785.6125236
733,2024-02-06,06,02,2024,40000,2,1,2,24,0,0,0,0,0,0,28140,32343,39717,37263,35224,34111,5000,8017,7000,4000,5000,5000,1,0.919604599,80.39540052
734,2024-02-07,07,02,2024,100000,2,2,1,33,-2,-2,-2,-2,-2,-1,5576,792,0,1889,2458,10175,792,0,1889,2458,10175,122,0,0.086484298,913.5157019
735,2024-02-07,07,02,2024,220000,2,3,1,25,0,0,0,0,0,0,93674,123673,92036,93935,94607,93903,3500,4846,3000,3000,3000,10000,0,0.064566478,935.4335219
736,2024-02-07,07,02,2024,70000,2,3,1,27,2,2,2,2,2,2,27241,30416,29628,32350,33218,32532,3628,0,3218,1532,0,2257,1,0.730419159,269.5808411
737,2024-02-07,07,02,2024,100000,2,3,2,28,0,-1,-1,0,0,0,7220,13677,49773,61244,31410,20529,13695,49813,50054,33,10028,100000,0,0.046078432,953.9215676
738,2024-02-08,08,02,2024,90000,2,3,1,68,-2,-2,-2,-2,-1,-1,2000,1000,1000,1000,1052,69237,0,1000,1000,1052,71062,3000,0,0.152976245,847.0237553
739,2024-02-08,08,02,2024,20000,1,3,2,32,0,0,0,0,2,2,4338,5355,6369,6891,6635,7287,1092,1106,628,0,762,0,0,0.312451631,687.5483692
740,2024-02-09,09,02,2024,240000,1,2,2,35,0,0,0,0,0,0,179662,180787,181379,170318,128076,64634,7003,8000,8000,2500,2400,2600,0,0.105974138,894.0258622
741,2024-02-09,09,02,2024,130000,2,2,1,45,0,0,0,0,0,2,128671,129901,127658,127362,128726,129081,7000,4710,4500,9400,3600,5500,0,0.151451916,848.5480845
742,2024-02-09,09,02,2024,210000,2,2,1,30,1,-1,-1,0,0,-1,0,241,4651,4746,3938,3479,241,4651,95,301,3479,1000,0,0.209438428,790.5615717
743,2024-02-10,10,02,2024,50000,1,1,2,23,1,2,0,0,0,0,47201,47548,48402,28331,29174,29739,1400,1800,1100,1300,1200,1100,0,0.347672671,652.3273289
744,2024-02-10,10,02,2024,180000,2,1,2,43,-2,-2,-2,-2,-2,-2,0,0,0,5436,100,9330,0,0,5436,100,9330,0,0,0.139731064,860.2689356
745,2024-02-10,10,02,2024,150000,2,2,1,47,-1,-1,-1,-1,-1,2,316,316,316,0,782,316,316,316,0,1098,0,0,0,0.291098237,708.901763
746,2024-02-10,10,02,2024,90000,2,2,1,33,0,0,2,0,0,0,26772,70398,56266,47804,44230,48144,56388,112,1779,1786,5414,2418,0,0.17021285,829.78715
747,2024-02-10,10,02,2024,200000,1,1,2,31,-1,-1,-1,0,0,-1,3702,25548,10594,7969,2865,5625,25678,10623,25,16,6000,19,1,0.899301112,100.6988883
748,2024-02-10,10,02,2024,230000,2,1,1,36,-1,-1,-1,-1,-1,-1,2078,380,2100,530,2282,1390,380,2100,530,2282,1390,380,0,0.190438002,809.5619977
749,2024-02-11,11,02,2024,300000,2,2,1,34,1,2,0,0,0,-1,6451,4828,6858,8048,1701,2920,0,4004,2000,0,2920,2282,1,0.687266469,312.733531
750,2024-02-11,11,02,2024,320000,1,2,1,45,-1,-1,-1,-1,-1,-1,1471,5184,4144,6290,977,-23,5318,4160,6296,977,23,0,0,0.118509367,881.4906329
751,2024-02-11,11,02,2024,20000,2,2,1,36,0,0,0,0,0,0,9845,5419,6098,6840,8560,13410,3000,2000,1000,2000,5000,0,0,0.174212456,825.7875443
752,2024-02-11,11,02,2024,90000,2,2,1,28,0,0,0,0,0,0,45537,43173,36230,28068,20229,20650,3000,2500,2000,2000,1100,0,0,0.11068242,889.3175796
753,2024-02-12,12,02,2024,290000,1,1,1,56,0,0,0,0,0,0,222000,226917,415700,232732,220460,224780,10013,8501,15018,10001,7997,7624,0,0.167324811,832.6751888
754,2024-02-12,12,02,2024,60000,1,2,1,54,2,2,0,0,0,0,61493,58784,54087,37613,39038,37814,55,2400,1316,2000,1531,1477,0,0.422925442,577.0745575
755,2024-02-12,12,02,2024,50000,2,2,2,24,0,0,0,0,0,0,51261,51493,50136,20287,20281,20027,2600,2000,730,800,900,750,0,0.159415528,840.5844718
756,2024-02-13,13,02,2024,120000,2,2,2,37,-2,-2,-2,-2,-2,-1,874,0,0,0,305,20502,0,0,0,305,21742,0,0,0.147373408,852.6265919
757,2024-02-13,13,02,2024,160000,1,1,1,42,0,0,0,0,0,3,69896,71971,73996,75065,82472,80984,3810,3831,2900,8800,0,0,0,0.131114706,868.8852936
758,2024-02-14,14,02,2024,200000,1,1,2,31,0,0,0,0,0,0,151819,154914,157776,160520,163878,167872,6000,5769,5411,5603,6367,4500,0,0.091491908,908.5080922
759,2024-02-14,14,02,2024,230000,1,3,1,45,0,0,0,0,0,0,203135,208225,178559,172772,175057,177113,10000,6528,6000,6500,7000,10000,0,0.128764629,871.2353706
760,2024-02-14,14,02,2024,50000,1,2,2,25,0,0,-1,0,0,-1,27206,0,14805,14699,14999,497,0,14805,294,300,498,1003,0,0.122550458,877.4495423
761,2024-02-14,14,02,2024,50000,2,1,2,31,1,2,0,0,2,2,1129,1111,3186,6527,3328,33166,0,3000,3341,0,30000,0,1,0.50053376,499.4662404
762,2024-02-14,14,02,2024,380000,2,1,2,31,0,0,0,0,0,0,331697,332339,322995,314161,327945,289814,15000,15000,20019,20000,9934,9330,0,0.121434532,878.5654679
763,2024-02-14,14,02,2024,180000,2,2,1,35,-1,-1,-1,-1,-2,-1,1866,590,360,0,0,414,590,360,0,0,414,0,0,0.202692211,797.3077893
764,2024-02-14,14,02,2024,120000,2,2,2,28,-1,2,2,-2,-2,-2,200,200,0,0,0,0,0,0,0,0,0,0,1,0.588701367,411.2986326
765,2024-02-14,14,02,2024,50000,2,2,1,37,0,0,0,0,0,2,28522,29906,34057,34611,38359,37592,1849,5000,1417,4488,0,1540,0,0.220954984,779.0450156
766,2024-02-15,15,02,2024,400000,1,1,2,32,0,0,0,0,0,2,21930,20489,20734,16476,17857,14656,5028,5030,2012,4014,37,2013,0,0.042683009,957.3169909
767,2024-02-15,15,02,2024,250000,2,2,2,26,0,0,0,0,0,-1,46467,17787,18852,24097,19152,1547,1500,1500,5645,500,1547,0,0,0.05056525,949.4347498
768,2024-02-15,15,02,2024,360000,2,2,1,30,0,0,-1,-1,-1,-1,6419,5290,1330,2255,4164,0,1067,1341,2255,4164,0,211,0,0.07765688,922.34312
769,2024-02-15,15,02,2024,50000,2,2,2,49,0,0,0,0,0,0,12272,7980,7959,8978,7357,7841,2005,2000,1019,3007,3008,5015,0,0.133692876,866.3071245
770,2024-02-15,15,02,2024,50000,2,1,1,34,-1,-1,-1,-1,-1,-1,2531,14504,22553,14900,6758,3727,14608,22730,14911,6758,3727,2440,0,0.085628152,914.3718481
771,2024-02-15,15,02,2024,110000,1,3,1,35,2,0,0,0,2,2,67591,69773,71886,76767,78462,79890,3200,3200,6000,3000,2800,3200,1,0.763002932,236.9970679
772,2024-02-15,15,02,2024,130000,1,2,2,30,0,0,0,0,2,2,95799,97858,100534,105347,103550,109733,4500,5200,8000,0,8100,0,0,0.216937289,783.0627114
773,2024-02-16,16,02,2024,250000,2,2,2,36,0,0,0,0,0,0,62131,63238,51547,48483,49553,49683,2741,1741,1824,1942,2100,1366,0,0.042820882,957.1791179
774,2024-02-16,16,02,2024,20000,1,1,2,24,2,2,2,2,2,2,1891,5680,5441,6346,6099,7235,4000,0,1000,0,1237,1000,1,0.713997662,286.0023379
775,2024-02-16,16,02,2024,50000,2,1,2,28,0,0,0,0,0,0,46471,43507,44016,43396,41470,48676,1807,2016,1796,1570,10000,1778,0,0.110428885,889.5711154
776,2024-02-17,17,02,2024,50000,1,2,2,42,0,0,0,0,0,0,5268,5896,6645,7009,6869,7268,1107,1246,1000,500,1000,390,0,0.196840927,803.159073
777,2024-02-17,17,02,2024,150000,2,1,2,35,-2,-2,-2,-2,-2,-2,9164,14011,7715,8295,7301,4388,14021,7723,8295,7301,4388,1600,0,0.046425357,953.5746425
778,2024-02-17,17,02,2024,70000,1,2,1,43,0,0,-1,-1,-1,0,16186,3680,4540,39994,6844,12308,2000,4540,39994,6850,10000,13000,0,0.087510809,912.4891907
779,2024-02-17,17,02,2024,500000,1,1,2,43,0,0,0,-1,-1,-1,504644,512650,0,3887,0,7413,22650,0,3887,0,7413,0,1,0.797446132,202.5538683
780,2024-02-18,18,02,2024,360000,2,1,2,29,-1,-1,-1,0,0,0,357,3050,9118,19183,36842,10621,3050,9118,11000,30000,428,3166,1,0.92999053,70.00946999
781,2024-02-18,18,02,2024,60000,2,1,2,25,0,0,0,2,2,2,24066,24786,27050,26317,28200,28762,1414,2678,0,2310,1173,0,0,0.304342777,695.6572235
782,2024-02-18,18,02,2024,160000,1,2,2,37,0,0,0,0,0,0,119165,118392,117553,113256,112678,111924,6008,6011,3606,3803,4003,3311,0,0.099813923,900.1860768
